"date";"AtomId";"Shows";"BudgetSpent";"Clicks"
"2024-06-18";10422;3;0.04816000;0
"2024-06-18";10432;1608;44.30720000;29
"2024-06-25";10656;168;3.87206400;1
"2024-06-28";10017;117;22.34624000;9
"2024-06-26";10240;80;1.06915200;0
"2024-06-12";10176;435;10.82636800;0
"2024-06-21";10455;0;0.00000000;0
"2024-06-27";10440;48;1.04025600;0
"2024-06-12";10575;49;0.27932800;0
"2024-06-18";10440;1;0.12521600;0
"2024-06-18";10031;7;1.19436800;1
"2024-07-06";10457;2;0.01926400;0
"2024-06-16";10476;3;0.10595200;0
"2024-06-21";10443;36;0.90540800;0
"2024-07-01";10672;0;0.00000000;0
"2024-06-28";10647;17;0.64534400;1
"2024-06-12";10122;95;3.23635200;1
"2024-06-26";10331;3;0.01926400;0
"2024-07-03";10148;1;0.00963200;0
"2024-06-14";10236;651;17.11606400;1
"2024-07-06";10474;0;0.00000000;0
"2024-06-27";10240;0;0.00000000;0
"2024-06-14";10432;2290;56.06787200;26
"2024-06-14";10470;1;0.02889600;0
"2024-06-29";10666;1;0.00963200;0
"2024-06-21";10476;2;0.07705600;0
"2024-06-27";10042;18;7.20473600;1
"2024-06-17";10445;72;1.75302400;0
"2024-06-11";10455;62;1.65670400;0
"2024-06-19";10485;1;0.06742400;0
"2024-06-24";10650;224;3.79500800;1
"2024-06-26";10689;43;33.22221280;26
"2024-06-12";10435;38;1.54112000;0
"2024-06-13";10222;25;0.17337600;7
"2024-06-28";10642;15;0.59718400;0
"2024-06-21";10438;30;0.62608000;0
"2024-07-01";10457;1;0.10595200;0
"2024-06-18";10502;5409;94.88483200;11
"2024-06-12";10468;6;0.09632000;0
"2024-06-28";10017;1;0.00000000;0
"2024-06-19";10633;1;0.00000000;0
"2024-06-29";10661;74;1.80118400;1
"2024-07-07";10691;166;13.23870240;4
"2024-06-17";10330;2;0.09632000;0
"2024-06-21";10481;48;1.71449600;0
"2024-06-24";10610;5;0.03852800;1
"2024-06-16";10624;784;7.40720064;47
"2024-06-24";10655;11;0.21190400;0
"2024-06-26";10450;122;2.50432000;0
"2024-06-14";10590;79;0.38528000;0
"2024-06-25";10473;8;0.03852800;0
"2024-06-29";10432;1;0.00963200;0
"2024-06-30";10330;235;9.06371200;7
"2024-06-12";10588;3;0.05779200;0
"2024-06-28";10647;326;9.04444800;12
"2024-06-19";10483;379;9.74758400;1
"2024-06-20";10498;43;1.17510400;1
"2024-07-03";10502;0;0.00000000;0
"2024-06-24";10689;49;0.96320000;3
"2024-06-12";10236;1;0.09632000;0
"2024-06-30";10445;174;3.38083200;2
"2024-06-13";10486;310;10.03654400;0
"2024-06-29";10664;93;3.13040000;1
"2024-06-24";10332;25;0.31785600;0
"2024-06-25";10469;688;12.15558400;8
"2024-06-15";10638;1;0.02889600;1
"2024-06-23";10476;506;7.82118400;0
"2024-06-12";10585;1;0.01926400;0
"2024-06-26";10649;52;1.07878400;0
"2024-06-12";10584;2;0.01926400;0
"2024-06-26";10254;83;1.83971200;0
"2024-06-11";10578;1;0.00000000;0
"2024-06-26";10143;47;1.84934400;1
"2024-06-13";10489;153;5.18201600;0
"2024-06-19";10635;1;0.00000000;0
"2024-06-23";10479;105;2.44652800;1
"2024-06-12";10593;33;0.35638400;1
"2024-06-18";10463;142;2.62953600;0
"2024-06-15";10488;611;19.57222400;3
"2024-06-16";10621;52;0.00000000;0
"2024-06-13";10329;2;0.08668800;0
"2024-07-01";10468;1;0.03852800;0
"2024-07-08";10672;0;0.00000000;0
"2024-06-26";10492;3;0.06742400;0
"2024-06-16";10502;10;0.24070368;0
"2024-06-26";10646;5661;71.08416000;291
"2024-06-25";10662;3;0.15411200;0
"2024-06-25";10433;1;0.03852800;0
"2024-06-25";10478;86;1.36774400;0
"2024-06-24";10457;41;0.89577600;0
"2024-06-14";10430;1;0.00963200;0
"2024-06-15";10451;1251;24.66755200;1
"2024-06-22";10495;1;0.01926400;0
"2024-06-17";10216;1;0.02889600;0
"2024-06-12";10431;2;0.03852800;0
"2024-06-21";10441;1;0.00963200;0
"2024-06-24";10615;4;0.00000000;0
"2024-06-26";10654;7;0.20227200;0
"2024-06-24";10487;1;0.01926400;0
"2024-06-17";10483;1;0.10595200;0
"2024-06-16";10499;1;0.00963200;0
"2024-06-30";10648;1;0.00000000;0
"2024-07-01";10661;9;0.02889600;0
"2024-06-26";10447;137;2.22499200;0
"2024-06-23";10473;1;0.01926400;0
"2024-06-18";10233;706;20.17913632;2
"2024-06-12";10624;767;7.04099200;47
"2024-06-20";10036;233;27.20076800;11
"2024-06-17";10167;62;1.45443200;0
"2024-06-24";10422;35;1.29068800;1
"2024-06-29";10696;1752;17.79251936;136
"2024-06-27";10659;4;0.04816000;0
"2024-06-14";10586;1;0.00000000;0
"2024-06-16";10042;41;2.72585600;1
"2024-06-14";10242;212;4.85452800;1
"2024-06-11";10485;1;0.00963200;0
"2024-06-15";10607;10;0.09632000;0
"2024-06-21";10628;2;0.00000000;0
"2024-06-13";10171;3;0.04816000;0
"2024-06-18";10613;2;0.00000000;0
"2024-06-26";10650;1;0.05779200;0
"2024-06-28";10483;23;0.38528000;1
"2024-06-26";10602;4;0.00000000;0
"2024-07-01";10706;49;26.95996800;3
"2024-07-04";10706;4;0.00000000;0
"2024-06-14";10582;2984;30.96774688;42
"2024-06-23";10042;6;3.04371200;1
"2024-06-23";10442;70;1.19436800;1
"2024-06-17";10329;5;0.09632000;0
"2024-06-24";10501;20;0.78982400;1
"2024-06-14";10500;6;0.04816000;0
"2024-06-17";10176;273;6.58828800;1
"2024-06-16";10460;63;1.44480000;0
"2024-07-04";10171;869;8.68806400;0
"2024-06-29";10431;1;0.00963200;0
"2024-06-19";10434;7;0.09632000;0
"2024-06-18";10457;490;6.50160000;0
"2024-07-05";10463;5;0.02889600;0
"2024-06-16";10496;9;0.31785600;0
"2024-06-13";10602;1;0.00963200;0
"2024-06-12";10469;1;0.04816000;0
"2024-06-11";10487;121;3.40009600;1
"2024-06-13";10608;4;0.00963200;0
"2024-07-01";10148;173;2.94739200;0
"2024-06-14";10502;15;0.53939200;0
"2024-07-04";10017;3;0.00000000;0
"2024-06-29";10670;10;0.25043200;0
"2024-06-20";10495;1;0.14448000;0
"2024-06-28";10642;1;0.00963200;0
"2024-06-30";10256;261;4.34403200;2
"2024-06-26";10444;1;0.00000000;0
"2024-07-01";10467;217;2.90886400;0
"2024-06-20";10433;3;0.07705600;0
"2024-07-06";10663;0;0.00000000;0
"2024-06-21";10478;88;1.34848000;0
"2024-06-23";10598;4;0.00000000;0
"2024-06-26";10651;1;0.00963200;0
"2024-06-16";10434;707;29.28128000;13
"2024-06-14";10589;45;0.00963200;0
"2024-06-23";10607;1;0.00963200;0
"2024-06-17";10170;117;3.94912000;0
"2024-06-30";10176;382;4.58483200;0
"2024-06-11";10496;2;0.04816000;0
"2024-06-21";10626;1;0.00963200;0
"2024-06-30";10168;126;1.56038400;0
"2024-06-24";10331;143;2.05161600;0
"2024-07-05";10689;897;83.46022048;48
"2024-07-04";10241;0;0.00000000;0
"2024-06-24";10421;1;0.00963200;0
"2024-06-29";10434;2;0.04816000;0
"2024-06-24";10500;1;0.00963200;0
"2024-06-27";10660;6;0.08668800;0
"2024-06-21";10472;362;5.34576000;4
"2024-06-12";10639;2;0.04816000;2
"2024-06-12";10628;1;0.00000000;0
"2024-06-20";10428;615;17.27980800;10
"2024-06-17";10174;2;0.01926400;0
"2024-06-22";10618;1620;15.16096064;104
"2024-06-24";10658;2;0.01926400;0
"2024-07-08";10696;1;0.00183008;0
"2024-06-17";10122;43;2.29241600;0
"2024-06-23";10641;1191;29.84956800;32
"2024-06-19";10256;584;15.09334400;2
"2024-06-14";10222;285;2.35984000;10
"2024-06-18";10492;283;8.04272000;0
"2024-06-16";10493;1223;31.83376000;2
"2024-06-29";10437;91;1.52185600;0
"2024-06-23";10447;160;1.99382400;0
"2024-06-23";10428;2;0.00000000;0
"2024-06-15";10457;1087;13.92787200;2
"2024-07-08";10483;0;0.00000000;0
"2024-06-24";10031;48;10.24844800;5
"2024-06-28";10443;0;0.00000000;0
"2024-06-29";10477;0;0.00000000;0
"2024-06-23";10487;122;3.05334400;0
"2024-06-29";10497;158;5.22054400;1
"2024-06-14";10639;1;0.02889600;0
"2024-07-04";10256;0;0.00000000;0
"2024-06-27";10421;64;2.41763200;2
"2024-06-17";10474;142;4.04544000;2
"2024-06-13";10148;272;9.07334400;1
"2024-06-13";10421;3;0.24080000;0
"2024-07-01";10493;0;0.00000000;0
"2024-06-28";10241;1;0.00000000;0
"2024-06-27";10641;1;0.01926400;0
"2024-06-16";10497;4;0.01926400;0
"2024-06-22";10328;1;0.00963200;0
"2024-06-18";10607;3;0.02889600;0
"2024-06-21";10643;959;28.66589152;33
"2024-06-17";10492;260;11.20201600;0
"2024-06-22";10042;7;4.19955200;1
"2024-06-16";10615;25;0.02889600;0
"2024-06-26";10421;1;0.00000000;0
"2024-06-17";10434;12;0.53939200;0
"2024-07-06";10450;0;0.00000000;0
"2024-06-20";10455;210;6.55939200;3
"2024-06-23";10331;114;1.83008000;2
"2024-06-13";10500;1;0.89577600;0
"2024-06-19";10216;16;0.25043200;2
"2024-07-04";10450;0;0.00000000;0
"2024-06-14";10421;2;0.06742400;0
"2024-07-06";10640;628;13.87008000;17
"2024-06-18";10174;2;0.02889600;0
"2024-06-22";10421;2;0.05779200;0
"2024-06-22";10504;0;0.00000000;0
"2024-06-24";10624;1288;12.88761600;88
"2024-06-21";10428;647;17.04864000;5
"2024-06-19";10329;1;0.09632000;0
"2024-06-13";10170;249;8.11014400;1
"2024-07-08";10643;2;0.09632000;0
"2024-06-11";10328;6;0.05779200;0
"2024-06-15";10222;120;1.07849504;8
"2024-06-12";10602;18;0.09632000;1
"2024-06-19";10607;5;0.02889600;0
"2024-06-17";10494;0;0.00000000;0
"2024-06-11";10578;7;0.00963200;0
"2024-06-13";10624;1305;11.08652832;74
"2024-06-25";10242;5;0.02889600;0
"2024-06-23";10601;2;0.00963200;0
"2024-06-22";10624;1251;11.28908928;89
"2024-06-22";10470;40;0.74166400;0
"2024-06-28";10480;14;0.19264000;0
"2024-06-15";10500;4;0.00000000;0
"2024-06-16";10607;9;0.07705600;0
"2024-06-16";10457;1200;14.78512000;2
"2024-06-24";10499;1;0.10595200;0
"2024-06-19";10432;6;0.27932800;1
"2024-06-19";10631;1;0.00000000;0
"2024-06-18";10417;3;0.28896000;0
"2024-06-20";10487;113;4.39219200;0
"2024-06-16";10501;278;6.93504000;2
"2024-06-23";10706;6823;46.28561280;225
"2024-06-18";10431;494;9.40083200;6
"2024-06-13";10634;605;4.97974400;38
"2024-06-19";10171;1;0.00963200;0
"2024-06-25";10430;9;0.07705600;0
"2024-06-27";10435;52;1.09804800;0
"2024-06-17";10460;45;1.19436800;0
"2024-06-28";10650;89;3.40972800;0
"2024-07-05";10488;0;0.00000000;0
"2024-06-23";10637;3;0.00963200;0
"2024-06-25";10657;1;0.01926400;0
"2024-06-28";10670;1416;25.27436800;15
"2024-07-04";10689;145;10.23005088;10
"2024-06-25";10495;1;0.00963200;0
"2024-07-08";10663;0;0.00000000;0
"2024-06-28";10502;913;17.81920000;2
"2024-06-16";10222;345;2.71400864;12
"2024-06-13";10577;71;0.25043200;1
"2024-06-16";10422;438;10.35440000;1
"2024-06-11";10438;1;0.03852800;0
"2024-07-03";10477;0;0.00000000;0
"2024-06-15";10587;140;0.44307200;0
"2024-06-19";10493;605;15.73868800;1
"2024-06-14";10607;2;0.01926400;0
"2024-06-29";10706;18;0.00000000;0
"2024-06-17";10608;2;0.01926400;0
"2024-06-14";10435;120;3.53494400;0
"2024-06-29";10216;6;0.04816000;0
"2024-06-15";10585;126;0.05779200;0
"2024-06-19";10475;669;13.88934400;1
"2024-06-13";10630;3;0.01926400;0
"2024-06-26";10614;9;0.05779200;1
"2024-06-13";10174;977;29.76288000;1
"2024-06-13";10591;2;0.00000000;0
"2024-06-25";10254;51;1.21363200;0
"2024-06-12";10438;17;0.91504000;0
"2024-06-25";10483;402;10.36403200;1
"2024-06-20";10447;464;10.33513600;2
"2024-06-14";10457;1360;20.78585600;1
"2024-06-11";10442;1;0.04816000;0
"2024-06-24";10618;1512;15.23801664;90
"2024-06-23";10623;1;0.00000000;0
"2024-06-25";10659;161;3.68905600;3
"2024-06-22";10646;3724;65.27606400;240
"2024-06-24";10442;35;0.72240000;0
"2024-06-14";10611;3;0.00963200;0
"2024-06-19";10167;606;10.52777600;2
"2024-06-12";10256;1;0.04816000;0
"2024-06-28";10332;11;0.06742400;0
"2024-06-19";10489;195;8.77475200;0
"2024-06-12";10491;123;4.18028800;0
"2024-06-22";10640;13;0.42380800;1
"2024-06-15";10042;3;0.00000000;0
"2024-06-27";10447;149;1.99382400;0
"2024-06-15";10496;12;0.26969600;1
"2024-06-23";10469;507;10.27734400;10
"2024-06-16";10483;487;14.56358400;2
"2024-06-13";10638;11;0.11558400;0
"2024-06-18";10603;1;0.00963200;0
"2024-07-08";10254;0;0.00000000;0
"2024-07-05";10168;1015;15.25708800;4
"2024-06-12";10483;2;0.02889600;0
"2024-06-27";10611;95;0.65497600;9
"2024-06-26";10640;443;6.12595200;12
"2024-06-29";10167;2;0.01926400;0
"2024-06-12";10590;196;0.81872000;2
"2024-06-16";10479;102;3.50604800;1
"2024-06-15";10589;24;0.00963200;0
"2024-06-20";10477;0;0.00000000;0
"2024-06-17";10610;674;3.64089600;26
"2024-06-11";10215;1;0.00963200;0
"2024-07-05";10640;12;0.13484800;1
"2024-06-15";10581;1;0.00963200;0
"2024-06-14";10469;8;0.05779200;0
"2024-06-22";10498;84;2.05161600;4
"2024-06-29";10653;1;0.02889600;0
"2024-06-17";10144;743;18.51270400;2
"2024-06-20";10481;43;1.87824000;0
"2024-06-14";10611;1;0.00963200;1
"2024-07-06";10691;39;57.83929312;16
"2024-06-18";10170;145;4.92195200;0
"2024-06-30";10661;103;2.25388800;2
"2024-06-30";10427;3;0.01926400;0
"2024-06-20";10634;16;0.09632000;0
"2024-06-23";10421;1;0.00963200;0
"2024-06-13";10590;154;0.78019200;2
"2024-06-22";10595;1333;13.22473600;77
"2024-06-15";10624;1113;9.77648000;69
"2024-06-21";10498;68;2.24425600;2
"2024-07-05";10676;0;0.00000000;0
"2024-06-18";10244;2;0.04816000;0
"2024-06-28";10664;122;3.77574400;0
"2024-07-08";10691;138;0.42380800;6
"2024-06-18";10483;331;7.48406400;2
"2024-06-29";10329;1;0.04816000;0
"2024-06-13";10468;3;0.02889600;1
"2024-06-11";10587;233;0.86688000;1
"2024-06-27";10646;40;0.70101696;5
"2024-06-23";10689;10;0.00000000;0
"2024-06-28";10666;8;0.08668800;0
"2024-06-25";10491;98;1.94566400;0
"2024-06-12";10222;23;0.22143968;0
"2024-06-18";10445;37;1.24252800;0
"2024-06-25";10649;29;0.83798400;0
"2024-07-01";10643;1021;30.98614400;40
"2024-06-20";10328;3;0.11558400;0
"2024-06-23";10144;117;2.08051200;0
"2024-06-22";10438;13;0.35638400;0
"2024-06-29";10443;3;0.01926400;0
"2024-06-27";10493;0;0.00000000;0
"2024-06-28";10428;19;0.56828800;0
"2024-06-11";10592;4980;36.32227200;71
"2024-06-17";10502;4847;99.71056032;21
"2024-06-13";10589;6;0.00000000;0
"2024-07-01";10167;198;3.20745600;0
"2024-06-14";10497;2;0.00963200;0
"2024-06-16";10170;2;0.09632000;0
"2024-06-12";10497;4;0.03852800;0
"2024-06-14";10171;2;0.00963200;0
"2024-06-23";10222;156;1.36629920;12
"2024-06-18";10480;100;2.20572800;1
"2024-06-16";10610;3;0.03852800;1
"2024-07-08";10696;1;0.00000000;0
"2024-06-11";10589;7;0.00963200;0
"2024-07-03";10445;7;0.09632000;0
"2024-07-01";10644;0;0.00000000;0
"2024-06-26";10663;128;2.07088000;0
"2024-06-25";10018;1;0.00963200;1
"2024-06-23";10609;1;0.00000000;0
"2024-06-11";10586;68;0.48160000;1
"2024-06-21";10618;1993;15.86409664;91
"2024-06-11";10437;159;4.21881600;1
"2024-06-27";10328;1;0.00963200;0
"2024-07-03";10437;7;0.08668800;0
"2024-06-11";10627;2;0.00963200;0
"2024-06-29";10647;64;1.55075200;3
"2024-06-11";10597;13;0.00000000;0
"2024-06-21";10614;5;0.02889600;0
"2024-06-17";10500;2;0.03852800;0
"2024-07-03";10436;9;0.10595200;0
"2024-06-23";10500;1;0.02889600;0
"2024-06-22";10516;0;0.00000000;0
"2024-07-03";10241;0;0.00000000;0
"2024-06-20";10476;2;0.07705600;0
"2024-06-20";10168;143;4.10323200;0
"2024-06-14";10222;28;0.18300800;1
"2024-06-24";10627;5;0.01926400;1
"2024-07-05";10434;0;0.00000000;0
"2024-06-12";10766;0;0.00000000;0
"2024-06-24";10706;289;43.42847264;18
"2024-06-22";10478;98;2.14793600;0
"2024-06-29";10643;26;0.57792000;4
"2024-06-17";10233;860;30.76460800;2
"2024-06-11";10632;1;0.00000000;0
"2024-06-19";10502;20;0.55865600;0
"2024-06-18";10176;387;7.37811200;1
"2024-06-22";10442;24;0.54902400;0
"2024-06-27";10652;2;0.05779200;0
"2024-06-20";10437;293;6.58828800;2
"2024-06-24";10479;165;4.38256000;0
"2024-06-28";10706;2;0.00000000;0
"2024-06-27";10640;370;7.05062400;7
"2024-06-23";10501;53;1.30032000;0
"2024-06-23";10451;329;3.95875200;1
"2024-06-11";10428;1485;11.12496000;2
"2024-06-22";10434;179;5.03753600;4
"2024-06-16";10451;1883;33.35561600;2
"2024-06-16";10611;1;0.00000000;0
"2024-06-11";10476;1;0.02889600;0
"2024-06-25";10447;86;1.73376000;0
"2024-06-28";10474;8;0.21190400;0
"2024-07-01";10487;0;0.00000000;0
"2024-07-03";10706;1;0.00000000;0
"2024-07-08";10682;65;1.80118400;0
"2024-07-03";10018;1;0.00000000;0
"2024-06-17";10431;441;8.07161600;5
"2024-06-27";10643;1190;38.01750400;61
"2024-06-30";10664;9;0.11558400;0
"2024-06-13";10579;2;0.00963200;0
"2024-06-18";10630;5;0.02889600;0
"2024-06-22";10706;502;13.91824000;29
"2024-06-23";10422;132;4.71968000;0
"2024-06-18";10167;2;0.05779200;0
"2024-07-03";10171;786;7.81155200;1
"2024-06-26";10659;175;3.81427200;1
"2024-07-01";10241;8;0.06742400;0
"2024-06-26";10430;2;0.04816000;0
"2024-06-12";10527;0;0.00000000;0
"2024-06-25";10600;5;0.02889600;0
"2024-06-26";10438;2;0.06742400;0
"2024-06-14";10330;4;0.07705600;0
"2024-06-25";10610;2;0.02889600;0
"2024-06-11";10593;1;0.01926400;0
"2024-06-12";10579;4;0.00000000;0
"2024-06-22";10627;2;0.00963200;0
"2024-06-14";10638;3;0.06742400;0
"2024-06-14";10488;1;0.08668800;0
"2024-06-27";10492;153;3.34230400;2
"2024-06-29";10672;4;0.06742400;0
"2024-06-18";10494;1;0.04816000;0
"2024-06-18";10474;173;3.33267200;0
"2024-06-11";10481;104;3.42899200;0
"2024-06-29";10017;1;0.00000000;0
"2024-06-12";10148;370;11.28870400;3
"2024-06-16";10222;19;0.18281536;1
"2024-06-23";10496;1;0.04816000;1
"2024-06-23";10610;1;0.00963200;0
"2024-06-20";10595;1428;13.31171296;97
"2024-06-14";10730;0;0.00000000;0
"2024-06-12";10222;348;2.91724384;22
"2024-06-25";10609;1;0.00000000;0
"2024-06-15";10619;16;0.08668800;1
"2024-06-11";10634;484;4.09360000;23
"2024-06-26";10660;2;0.25043200;0
"2024-06-11";10555;0;0.00000000;0
"2024-06-11";10168;131;4.53667200;0
"2024-06-14";10174;1129;34.14544000;3
"2024-06-19";10148;1;0.02889600;0
"2024-06-13";10588;5;0.08668800;0
"2024-07-08";10458;0;0.00000000;0
"2024-06-13";10122;40;2.20572800;0
"2024-06-14";10639;19;0.46233600;3
"2024-06-28";10233;222;4.87379200;0
"2024-06-23";10499;2;0.25043200;0
"2024-06-18";10242;278;5.95257600;0
"2024-06-29";10445;150;2.34057600;0
"2024-06-26";10042;17;0.00000000;0
"2024-06-13";10585;3;0.00963200;0
"2024-07-07";10640;2;0.18300800;0
"2024-06-27";10649;2;0.00000000;0
"2024-06-15";10630;344;2.35984000;6
"2024-06-11";10244;37;0.99209600;0
"2024-06-25";10222;7833;65.04759296;421
"2024-06-13";10435;211;4.77747200;0
"2024-06-25";10620;1;0.00000000;0
"2024-06-30";10666;1;0.00963200;0
"2024-06-28";10241;0;0.00000000;0
"2024-06-22";10447;1;0.00963200;0
"2024-06-12";10457;1;0.02889600;0
"2024-06-30";10497;204;7.65744000;5
"2024-06-17";10493;4;0.09632000;0
"2024-06-12";10607;7;0.05769568;0
"2024-06-17";10422;2;0.02889600;0
"2024-06-14";10170;134;4.51740800;2
"2024-06-27";10641;13;0.25996768;0
"2024-06-24";10607;1;0.00000000;0
"2024-07-07";10643;6;0.08668800;0
"2024-06-30";10477;0;0.00000000;0
"2024-06-28";10497;61;2.02272000;0
"2024-06-28";10167;140;1.63744000;0
"2024-07-03";10256;8;0.27932800;0
"2024-06-15";10440;72;2.75475200;0
"2024-06-16";10610;34;0.25043200;5
"2024-06-12";10585;1;0.00000000;0
"2024-06-21";10765;0;0.00000000;0
"2024-06-16";10474;249;7.95603200;1
"2024-06-25";10498;22;0.67424000;1
"2024-06-21";10469;1;0.00000000;0
"2024-06-13";10597;2;0.00000000;0
"2024-06-17";10497;7;0.08668800;0
"2024-06-24";10643;6;0.16326240;0
"2024-06-16";10144;1;0.07705600;0
"2024-07-03";10017;3;0.00000000;0
"2024-06-16";10612;14;0.00000000;0
"2024-06-22";10331;97;1.47369600;0
"2024-06-13";10439;153;4.51740800;0
"2024-06-24";10641;1419;30.79350400;18
"2024-06-20";10472;839;12.41564800;10
"2024-06-21";10646;1626;34.35734400;101
"2024-06-23";10646;5261;75.37040000;332
"2024-06-17";10222;136;1.17462240;10
"2024-06-13";10222;290;2.29241600;17
"2024-06-15";10493;1222;30.88982400;4
"2024-06-22";10428;551;15.01628800;7
"2024-06-22";10469;1;0.00000000;0
"2024-06-15";10610;4;0.02889600;1
"2024-06-30";10437;209;3.11113600;0
"2024-06-12";10619;19;0.04816000;0
"2024-06-19";10174;1;0.01926400;0
"2024-06-15";10144;351;8.25462400;0
"2024-06-11";10482;1;0.04816000;0
"2024-06-25";10640;8;0.09632000;0
"2024-06-15";10422;607;12.26153600;4
"2024-06-15";10479;86;3.68905600;0
"2024-06-18";10493;1;0.01926400;0
"2024-06-30";10706;27;0.99710464;2
"2024-06-22";10467;2;0.01926400;0
"2024-06-12";10599;3;0.00000000;0
"2024-06-21";10706;323;0.00963200;1
"2024-06-15";10122;22;1.01136000;0
"2024-06-19";10444;1;0.00963200;0
"2024-06-18";10634;1;0.00000000;0
"2024-07-03";10689;271;40.13230592;6
"2024-06-28";10244;1;0.00963200;0
"2024-06-21";10447;1;0.02889600;0
"2024-06-13";10619;4;0.01926400;0
"2024-06-13";10639;1;0.00963200;0
"2024-06-28";10434;1;0.00963200;0
"2024-06-15";10497;1;0.05779200;0
"2024-06-19";10474;594;13.08988800;0
"2024-06-18";10497;5;0.01926400;0
"2024-06-16";10593;1;0.00000000;0
"2024-07-08";10699;354;12.84928064;46
"2024-06-21";10328;1;0.00963200;0
"2024-07-03";10468;0;0.00000000;0
"2024-06-11";10623;4;0.08668800;0
"2024-06-14";10500;1;0.00963200;0
"2024-06-18";10610;8;0.04816000;0
"2024-06-30";10670;2859;44.59616000;8
"2024-06-24";10660;130;2.41763200;0
"2024-06-15";10462;0;0.00000000;0
"2024-06-18";10489;203;8.08124800;0
"2024-06-12";10638;18;0.21190400;1
"2024-06-12";10330;1118;36.52464032;14
"2024-06-25";10441;6;0.04816000;0
"2024-06-14";10497;8;0.11558400;1
"2024-06-12";10559;0;0.00000000;0
"2024-06-27";10642;2;0.06742400;0
"2024-07-04";10706;1;0.00000000;0
"2024-06-22";10031;1;0.00000000;0
"2024-06-27";10144;144;2.91849600;0
"2024-06-12";10488;403;13.03209600;2
"2024-06-15";10612;1;0.00000000;0
"2024-06-13";10483;1;0.00963200;0
"2024-06-27";10651;1;0.00963200;0
"2024-06-27";10442;141;2.48505600;0
"2024-06-22";10499;3;0.16374400;0
"2024-06-12";10605;1;0.00000000;0
"2024-06-17";10611;11;0.05779200;1
"2024-06-13";10576;44;0.14448000;0
"2024-06-11";10595;487;4.31513600;27
"2024-06-30";10216;319;3.87206400;20
"2024-06-15";10434;475;19.95750400;10
"2024-06-24";10042;33;13.08025600;7
"2024-06-16";10470;2;0.09632000;0
"2024-06-18";10594;1;0.00000000;0
"2024-06-11";10609;1;0.00000000;0
"2024-06-26";10222;7989;64.82480480;434
"2024-06-11";10447;158;3.16892800;2
"2024-06-18";10432;6;0.07705600;0
"2024-06-15";10499;3;0.09632000;0
"2024-06-19";10018;16;0.11558400;12
"2024-06-29";10168;111;2.22499200;0
"2024-06-18";10434;14;0.46233600;0
"2024-06-13";10457;1234;19.93824000;3
"2024-07-03";10476;0;0.00000000;0
"2024-07-01";10496;2;0.00963200;0
"2024-06-21";10609;2;0.00000000;0
"2024-06-26";10483;331;7.89824000;2
"2024-06-13";10240;1;0.00963200;0
"2024-06-28";10493;38;0.42380800;1
"2024-06-16";10332;1;0.00000000;0
"2024-06-15";10590;72;0.27932800;1
"2024-06-24";10654;2;0.01926400;0
"2024-06-15";10501;406;7.87897600;1
"2024-06-18";10171;1;0.00963200;0
"2024-06-28";10436;90;1.98419200;1
"2024-06-17";10451;1246;26.00640000;4
"2024-06-22";10558;0;0.00000000;0
"2024-06-13";10730;0;0.00000000;0
"2024-06-18";10485;2;0.08668800;0
"2024-06-18";10329;1;0.00000000;0
"2024-06-26";10487;2;0.06742400;0
"2024-06-19";10462;2;0.06742400;0
"2024-06-29";10474;0;0.00000000;0
"2024-06-11";10036;240;35.62876800;14
"2024-06-20";10614;7;0.05779200;2
"2024-06-28";10669;1;0.11558400;0
"2024-07-03";10675;3;0.02889600;0
"2024-06-12";10579;1;0.00963200;0
"2024-06-30";10052;231;44.62505600;19
"2024-06-23";10241;5;0.08668800;0
"2024-06-27";10600;60;0.40454400;1
"2024-06-29";10480;0;0.00000000;0
"2024-06-12";10496;5;0.02889600;0
"2024-07-05";10171;3;0.03852800;0
"2024-06-30";10431;1;0.00000000;0
"2024-06-25";10500;1;0.01926400;0
"2024-06-16";10500;2;0.00963200;0
"2024-06-25";10654;358;8.79401600;2
"2024-06-21";10018;2;0.07705600;2
"2024-06-13";10469;14;0.16374400;0
"2024-06-19";10330;5;0.02889600;0
"2024-06-13";10479;5;0.45270400;0
"2024-06-15";10598;2;0.00000000;0
"2024-06-28";10661;74;1.35811200;1
"2024-06-17";10457;1301;17.97331200;1
"2024-06-25";10646;5047;70.99747200;306
"2024-06-13";10236;495;13.49443200;2
"2024-06-13";10497;10;0.17337600;0
"2024-06-21";10036;12;0.00000000;0
"2024-06-12";10500;1;0.07695968;0
"2024-06-17";10621;1;0.00000000;0
"2024-06-24";10609;1;0.00000000;0
"2024-06-30";10696;248;2.11114176;20
"2024-07-03";10450;3;0.04816000;0
"2024-06-16";10421;3;0.05779200;0
"2024-06-26";10469;765;12.12668800;15
"2024-06-24";10222;26;0.26950336;0
"2024-06-19";10480;89;1.79155200;0
"2024-06-15";10610;1;0.00963200;0
"2024-06-12";10018;138;7.28179200;99
"2024-06-24";10451;284;3.98764800;1
"2024-06-12";10587;186;2.37910400;7
"2024-06-23";10624;1226;11.68361600;81
"2024-06-12";10042;8;4.14176000;1
"2024-06-25";10642;12;0.37564800;2
"2024-06-17";10463;243;5.11459200;0
"2024-07-01";10502;1060;20.93996800;4
"2024-06-15";10447;31;0.68387200;0
"2024-06-20";10144;1;0.03852800;0
"2024-06-25";10627;11;0.11558400;3
